location,timestamp
Party in the Back,2014-01-29T03:39:06.000Z
Near the Party,2014-01-29T03:39:10.000Z
Mid Right Spot,2014-01-29T03:39:11.000Z
Another Spot,2014-01-29T03:39:13.000Z
Near the Party,2014-01-29T03:39:13.000Z
Back Right,2014-01-29T03:39:18.000Z
Another Spot,2014-01-29T03:39:23.000Z
Another Spot,2014-01-29T03:39:30.000Z
Back Right,2014-01-29T03:39:34.000Z
Left Side,2014-01-29T03:39:38.000Z
Near the Front,2014-01-29T03:39:44.000Z
Party in the Back,2014-01-29T03:40:10.000Z
Left Side,2014-01-29T03:40:14.000Z
Near the Front,2014-01-29T03:40:19.000Z
Left Side,2014-01-29T03:40:20.000Z
Left Side,2014-01-29T03:40:25.000Z
Back Left,2014-01-29T03:40:30.000Z
Back Left,2014-01-29T03:40:35.000Z
Left Side,2014-01-29T03:40:36.000Z
Back Left,2014-01-29T03:40:38.000Z
Near the Party,2014-01-29T03:40:48.000Z
Back Left,2014-01-29T03:40:52.000Z
Back Left,2014-01-29T03:40:57.000Z
Near the Party,2014-01-29T03:40:58.000Z
Mid Right Spot,2014-01-29T03:40:59.000Z
Near the Party,2014-01-29T03:41:02.000Z
Mid Right Spot,2014-01-29T03:41:02.000Z
Near the Front,2014-01-29T03:41:07.000Z
Back Left,2014-01-29T03:41:08.000Z
Near the Party,2014-01-29T03:41:08.000Z
Front Left,2014-01-29T03:41:09.000Z
Another Spot,2014-01-29T03:41:18.000Z
Back Left,2014-01-29T03:41:20.000Z
Near the Party,2014-01-29T03:41:21.000Z
Back Right,2014-01-29T03:41:23.000Z
Near the Party,2014-01-29T03:41:24.000Z
Left Side,2014-01-29T03:41:25.000Z
Another Spot,2014-01-29T03:41:28.000Z
Back Right,2014-01-29T03:41:28.000Z
Near the Party,2014-01-29T03:41:29.000Z
Another Spot,2014-01-29T03:41:32.000Z
Another Spot,2014-01-29T03:41:38.000Z
Front Left,2014-01-29T03:41:39.000Z
Party in the Back,2014-01-29T03:41:41.000Z
Back Right,2014-01-29T03:41:42.000Z
Near the Party,2014-01-29T03:42:03.000Z
Near the Front,2014-01-29T03:42:06.000Z
Near the Front,2014-01-29T03:42:13.000Z
Left Side,2014-01-29T03:42:17.000Z
Another Spot,2014-01-29T03:42:21.000Z
Left Side,2014-01-29T03:42:22.000Z
Left Side,2014-01-29T03:42:27.000Z
Back Left,2014-01-29T03:42:41.000Z
Near the Party,2014-01-29T03:42:47.000Z
Near the Party,2014-01-29T03:42:50.000Z
Back Left,2014-01-29T03:43:17.000Z
Front Left,2014-01-29T03:43:29.000Z
Mid Right Spot,2014-01-29T03:43:43.000Z
Mid Right Spot,2014-01-29T03:43:45.000Z
Front Door,2014-01-29T03:44:19.000Z
Back Left,2014-01-29T03:44:29.000Z
Back Left,2014-01-29T03:44:35.000Z
Back Left,2014-01-29T03:44:41.000Z
Party in the Back,2014-01-29T03:44:41.000Z
Near the Party,2014-01-29T03:44:51.000Z
Back Right,2014-01-29T03:45:20.000Z
Another Spot,2014-01-29T03:45:25.000Z
Back Right,2014-01-29T03:45:33.000Z
Near the Front,2014-01-29T03:46:08.000Z
Back Right,2014-01-29T03:46:13.000Z
Mid Right Spot,2014-01-29T03:46:26.000Z
Party in the Back,2014-01-29T03:46:56.000Z
Near the Party,2014-01-29T03:47:24.000Z
Mid Right Spot,2014-01-29T03:47:29.000Z
Near the Party,2014-01-29T03:47:30.000Z
Mid Right Spot,2014-01-29T03:47:32.000Z
Near the Party,2014-01-29T03:47:35.000Z
Mid Right Spot,2014-01-29T03:47:35.000Z
Back Left,2014-01-29T03:47:58.000Z
Party in the Back,2014-01-29T03:48:03.000Z
Back Right,2014-01-29T03:48:09.000Z
Front Left,2014-01-29T03:48:13.000Z
Near the Front,2014-01-29T03:48:16.000Z
Front Left,2014-01-29T03:48:27.000Z
Party in the Back,2014-01-29T03:48:31.000Z
Left Side,2014-01-29T03:48:41.000Z
Party in the Back,2014-01-29T03:48:58.000Z
Left Side,2014-01-29T03:49:07.000Z
Mid Right Spot,2014-01-29T03:49:25.000Z
Mid Right Spot,2014-01-29T03:49:35.000Z
Back Left,2014-01-29T03:49:36.000Z
Mid Right Spot,2014-01-29T03:49:38.000Z
Near the Front,2014-01-29T03:49:39.000Z
Near the Front,2014-01-29T03:49:44.000Z
Party in the Back,2014-01-29T03:49:53.000Z
Back Right,2014-01-29T03:49:59.000Z
Near the Front,2014-01-29T03:50:10.000Z
Another Spot,2014-01-29T03:50:25.000Z
Back Right,2014-01-29T03:50:30.000Z
Near the Party,2014-01-29T03:50:33.000Z
Back Right,2014-01-29T03:50:41.000Z
Back Right,2014-01-29T03:50:46.000Z
Mid Right Spot,2014-01-29T03:50:49.000Z
Mid Right Spot,2014-01-29T03:50:52.000Z
Mid Right Spot,2014-01-29T03:50:54.000Z
Mid Right Spot,2014-01-29T03:50:56.000Z
Mid Right Spot,2014-01-29T03:50:58.000Z
Mid Right Spot,2014-01-29T03:51:03.000Z
Front Left,2014-01-29T03:51:24.000Z
Front Left,2014-01-29T03:51:28.000Z
Mid Right Spot,2014-01-29T03:51:32.000Z
Front Left,2014-01-29T03:51:34.000Z
Mid Right Spot,2014-01-29T03:51:35.000Z
Mid Right Spot,2014-01-29T03:51:37.000Z
Mid Right Spot,2014-01-29T03:51:42.000Z
Near the Front,2014-01-29T03:51:57.000Z
Front Left,2014-01-29T03:52:05.000Z
Front Left,2014-01-29T03:52:10.000Z
Party in the Back,2014-01-29T03:52:15.000Z
Near the Party,2014-01-29T03:52:19.000Z
Another Spot,2014-01-29T03:52:33.000Z
Back Left,2014-01-29T03:52:48.000Z
Near the Front,2014-01-29T03:52:52.000Z
Back Right,2014-01-29T03:53:28.000Z
Back Right,2014-01-29T03:53:33.000Z
Left Side,2014-01-29T03:53:34.000Z
Party in the Back,2014-01-29T03:53:39.000Z
Party in the Back,2014-01-29T03:53:40.000Z
Near the Front,2014-01-29T03:53:44.000Z
Left Side,2014-01-29T03:53:48.000Z
Near the Front,2014-01-29T03:53:58.000Z
Left Side,2014-01-29T03:54:04.000Z
Near the Party,2014-01-29T03:54:14.000Z
Near the Party,2014-01-29T03:54:24.000Z
Party in the Back,2014-01-29T03:54:25.000Z
Back Left,2014-01-29T03:54:26.000Z
Another Spot,2014-01-29T03:54:33.000Z
Party in the Back,2014-01-29T03:54:41.000Z
Front Left,2014-01-29T03:54:44.000Z
Party in the Back,2014-01-29T03:55:09.000Z
Back Left,2014-01-29T03:56:02.000Z
Near the Party,2014-01-29T03:56:14.000Z
Back Right,2014-01-29T03:56:35.000Z
Back Right,2014-01-29T03:56:42.000Z
Back Right,2014-01-29T03:56:47.000Z
Another Spot,2014-01-29T03:56:53.000Z
Back Right,2014-01-29T03:56:58.000Z
Near the Front,2014-01-29T03:57:03.000Z
Party in the Back,2014-01-29T03:57:08.000Z
Front Left,2014-01-29T03:57:30.000Z
Front Left,2014-01-29T03:57:37.000Z
Near the Front,2014-01-29T03:57:37.000Z
Near the Party,2014-01-29T03:57:37.000Z
Near the Party,2014-01-29T03:57:43.000Z
Near the Party,2014-01-29T03:57:49.000Z
Party in the Back,2014-01-29T03:57:49.000Z
Party in the Back,2014-01-29T03:57:50.000Z
Near the Party,2014-01-29T03:57:54.000Z
Near the Party,2014-01-29T03:58:00.000Z
Another Spot,2014-01-29T03:58:02.000Z
Near the Party,2014-01-29T03:58:04.000Z
Back Left,2014-01-29T03:58:07.000Z
Front Left,2014-01-29T03:58:07.000Z
Near the Party,2014-01-29T03:58:08.000Z
Another Spot,2014-01-29T03:58:09.000Z
Near the Party,2014-01-29T03:58:13.000Z
Near the Party,2014-01-29T03:58:19.000Z
Another Spot,2014-01-29T03:58:24.000Z
Near the Party,2014-01-29T03:58:28.000Z
Back Left,2014-01-29T03:58:50.000Z
Party in the Back,2014-01-29T03:58:57.000Z
Left Side,2014-01-29T03:59:02.000Z
Another Spot,2014-01-29T03:59:08.000Z
Back Left,2014-01-29T03:59:14.000Z
Front Left,2014-01-29T03:59:14.000Z
Back Left,2014-01-29T03:59:19.000Z
Back Left,2014-01-29T03:59:25.000Z
Near the Party,2014-01-29T03:59:30.000Z
Back Left,2014-01-29T03:59:31.000Z
Near the Front,2014-01-29T03:59:33.000Z
Near the Party,2014-01-29T03:59:38.000Z
Near the Party,2014-01-29T03:59:41.000Z
Back Left,2014-01-29T03:59:46.000Z
Front Left,2014-01-29T03:59:46.000Z
Front Left,2014-01-29T04:00:00.000Z
Front Left,2014-01-29T04:00:10.000Z
Front Left,2014-01-29T04:00:16.000Z
Front Left,2014-01-29T04:00:35.000Z
Back Left,2014-01-29T04:01:05.000Z
Left Side,2014-01-29T04:01:08.000Z
Left Side,2014-01-29T04:01:13.000Z
Left Side,2014-01-29T04:01:19.000Z
Near the Front,2014-01-29T04:01:21.000Z
Front Left,2014-01-29T04:01:24.000Z
Party in the Back,2014-01-29T04:01:24.000Z
Back Right,2014-01-29T04:01:32.000Z
Mid Right Spot,2014-01-29T04:01:50.000Z
Back Right,2014-01-29T04:01:59.000Z
Back Right,2014-01-29T04:02:11.000Z
Near the Front,2014-01-29T04:02:16.000Z
Another Spot,2014-01-29T04:02:21.000Z
Another Spot,2014-01-29T04:02:26.000Z
Another Spot,2014-01-29T04:02:36.000Z
Another Spot,2014-01-29T04:02:40.000Z
Mid Right Spot,2014-01-29T04:02:41.000Z
Left Side,2014-01-29T04:03:17.000Z
Near the Party,2014-01-29T04:03:19.000Z
Another Spot,2014-01-29T04:04:13.000Z
Front Left,2014-01-29T04:04:25.000Z
Left Side,2014-01-29T04:04:48.000Z
Back Left,2014-01-29T04:04:54.000Z
Near the Front,2014-01-29T04:05:01.000Z
Near the Front,2014-01-29T04:05:06.000Z
Back Right,2014-01-29T04:05:11.000Z
Near the Front,2014-01-29T04:05:16.000Z
Party in the Back,2014-01-29T04:05:20.000Z
Back Right,2014-01-29T04:05:25.000Z
Another Spot,2014-01-29T04:05:30.000Z
Back Right,2014-01-29T04:05:40.000Z
Near the Party,2014-01-29T04:05:53.000Z
Left Side,2014-01-29T04:06:10.000Z
Left Side,2014-01-29T04:06:17.000Z
Near the Party,2014-01-29T04:06:44.000Z
Back Right,2014-01-29T04:06:48.000Z
Near the Front,2014-01-29T04:06:57.000Z
Front Left,2014-01-29T04:06:58.000Z
Front Left,2014-01-29T04:07:03.000Z
Another Spot,2014-01-29T04:07:05.000Z
Near the Front,2014-01-29T04:07:23.000Z
Back Left,2014-01-29T04:07:36.000Z
Near the Front,2014-01-29T04:07:38.000Z
Near the Party,2014-01-29T04:07:41.000Z
Front Left,2014-01-29T04:07:58.000Z
Back Right,2014-01-29T04:08:14.000Z
Back Right,2014-01-29T04:08:21.000Z
Party in the Back,2014-01-29T04:08:22.000Z
Party in the Back,2014-01-29T04:08:30.000Z
Party in the Back,2014-01-29T04:08:37.000Z
Back Right,2014-01-29T04:08:46.000Z
Back Right,2014-01-29T04:08:51.000Z
Back Left,2014-01-29T04:09:07.000Z
Party in the Back,2014-01-29T04:09:22.000Z
Party in the Back,2014-01-29T04:09:22.000Z
Near the Front,2014-01-29T04:09:31.000Z
Front Left,2014-01-29T04:09:50.000Z
Back Left,2014-01-29T04:09:51.000Z
Back Right,2014-01-29T04:09:54.000Z
Front Left,2014-01-29T04:09:54.000Z
Near the Party,2014-01-29T04:09:56.000Z
Back Left,2014-01-29T04:09:57.000Z
Front Door,2014-01-29T04:10:01.000Z
Front Left,2014-01-29T04:10:01.000Z
Near the Front,2014-01-29T04:10:04.000Z
Another Spot,2014-01-29T04:10:15.000Z
Party in the Back,2014-01-29T04:10:17.000Z
Another Spot,2014-01-29T04:10:25.000Z
Party in the Back,2014-01-29T04:10:27.000Z
Party in the Back,2014-01-29T04:10:30.000Z
Party in the Back,2014-01-29T04:10:36.000Z
Party in the Back,2014-01-29T04:10:43.000Z
Front Door,2014-01-29T04:10:45.000Z
Back Left,2014-01-29T04:11:11.000Z
Back Left,2014-01-29T04:11:18.000Z
Back Right,2014-01-29T04:11:54.000Z
Left Side,2014-01-29T04:12:10.000Z
Near the Front,2014-01-29T04:12:21.000Z
Back Left,2014-01-29T04:12:24.000Z
Near the Party,2014-01-29T04:12:30.000Z
Back Left,2014-01-29T04:12:35.000Z
Party in the Back,2014-01-29T04:12:55.000Z
Left Side,2014-01-29T04:13:04.000Z
Another Spot,2014-01-29T04:13:13.000Z
Mid Right Spot,2014-01-29T04:13:28.000Z
Mid Right Spot,2014-01-29T04:14:58.000Z
Mid Right Spot,2014-01-29T04:15:05.000Z
Party in the Back,2014-01-29T04:15:33.000Z
Another Spot,2014-01-29T04:15:37.000Z
Left Side,2014-01-29T04:15:50.000Z
Near the Party,2014-01-29T04:16:01.000Z
Front Left,2014-01-29T04:16:07.000Z
Back Left,2014-01-29T04:16:40.000Z
Back Left,2014-01-29T04:16:54.000Z
Left Side,2014-01-29T04:17:11.000Z
Back Left,2014-01-29T04:19:36.000Z
Party in the Back,2014-01-29T04:20:00.000Z
Back Left,2014-01-29T04:20:14.000Z
Party in the Back,2014-01-29T04:20:22.000Z
Back Left,2014-01-29T04:20:39.000Z
Front Left,2014-01-29T04:20:47.000Z
Party in the Back,2014-01-29T04:21:14.000Z
Left Side,2014-01-29T04:21:20.000Z
Left Side,2014-01-29T04:22:29.000Z
Left Side,2014-01-29T04:22:33.000Z
Back Right,2014-01-29T04:24:43.000Z
Near the Front,2014-01-29T04:25:22.000Z
Back Right,2014-01-29T04:25:27.000Z
Mid Right Spot,2014-01-29T04:25:28.000Z
Left Side,2014-01-29T04:25:44.000Z
Party in the Back,2014-01-29T04:27:05.000Z
